,nombre,serving_size,kcal,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
5167,"Raíz de jengibre, con edulcorante artificial, enlatado, en escabeche",100 g,20,0.1g,,0,906.00 mg,10.5 mg,1.00 mcg,0.00 mcg,0.022 mg,0.148 mg,0.015 mg,0.020 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.037 mg,0.0 mg,0.00 IU,0.18 mg,0.18 mg,2.2 mcg,74.00 mg,0.018 mg,0.28 mg,4.00 mg,0.468 mg,2.00 mg,36.00 mg,0.4 mcg,0.04 mg,0.33 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83 g,2.6 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.10 g,0.037 g,0.020 g,0.034 g,0.00 mg,0.0 g,2.44 g,0.00 mg,0.00 mg,92.30 g
5178,"Pimientos, con sal, drenado, hervido, cocido, rojo, dulce",100 g,26,0.2g,,0,238.00 mg,5.8 mg,16.00 mcg,0.00 mcg,0.477 mg,0.079 mg,0.030 mg,0.059 mg,2941.00 IU,147.00 mcg,18.00 mcg,1525.00 mcg,460.00 mcg,47.00 mcg,0,0.00 mcg,0.233 mg,171.0 mg,0.00 IU,1.65 mg,1.65 mg,5.1 mcg,9.00 mg,0.065 mg,0.46 mg,10.00 mg,0.115 mg,18.00 mg,166.00 mg,0.3 mcg,0.12 mg,0.92 g,0.038 g,0.044 g,0.132 g,0.018 g,0.122 g,0.034 g,0.019 g,0,0.030 g,0.048 g,0.041 g,0.011 g,0.029 g,0.040 g,0.037 g,0.034 g,0.012 g,0.019 g,0.039 g,6.11 g,1.2 g,4.39 g,0,0,0,0,0,0,0.20 g,0.029 g,0.013 g,0.106 g,0.00 mg,0,0.90 g,0,0,91.87 g
5179,"Carne de caza, cruda, compuesta de cortes, domesticado, conejo",100 g,136,5.6g,1.7g,57mg,41.00 mg,0,8.00 mcg,0.00 mcg,7.270 mg,0.800 mg,0.150 mg,0.100 mg,0.00 IU,0.00 mcg,0,0,0,0,0,7.16 mcg,0.500 mg,0.0 mg,0,0,0,0,13.00 mg,0.145 mg,1.57 mg,19.00 mg,0.026 mg,213.00 mg,330.00 mg,23.7 mcg,1.57 mg,20.05 g,1.210 g,1.239 g,1.959 g,0.252 g,3.217 g,1.089 g,0.562 g,0,0.951 g,1.562 g,1.756 g,0.502 g,0.823 g,0.980 g,0.889 g,0.897 g,0.265 g,0.714 g,1.019 g,0.00 g,0.0 g,0,0,0,0,0,0,0,5.55 g,1.660 g,1.500 g,1.080 g,57.00 mg,0,0.72 g,0,0,72.82 g
5180,"Cerezas, sólidos y líquidos, paquete de agua, enlatado, dulce",100 g,46,0.1g,,0,1.00 mg,4.1 mg,4.00 mcg,0.00 mcg,0.410 mg,0.127 mg,0.041 mg,0.022 mg,160.00 IU,8.00 mcg,0.00 mcg,96.00 mcg,0.00 mcg,57.00 mcg,0,0.00 mcg,0.030 mg,2.2 mg,0.00 IU,0.23 mg,0.23 mg,1.4 mcg,11.00 mg,0.075 mg,0.36 mg,9.00 mg,0.062 mg,15.00 mg,131.00 mg,0.0 mcg,0.08 mg,0.77 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76 g,1.5 g,10.26 g,0,0,0,0,0,0,0.13 g,0.028 g,0.034 g,0.038 g,0.00 mg,0.0 g,0.29 g,0.00 mg,0.00 mg,87.05 g
5181,"Cerezas, sólidos y líquidos, paquete de jugo, enlatado, dulce",100 g,54,0g,,0,3.00 mg,4.7 mg,4.00 mcg,0.00 mcg,0.406 mg,0.127 mg,0.024 mg,0.018 mg,125.00 IU,6.00 mcg,0.00 mcg,75.00 mcg,0.00 mcg,57.00 mcg,0,0.00 mcg,0.030 mg,2.5 mg,0.00 IU,0.23 mg,0.23 mg,1.4 mcg,14.00 mg,0.073 mg,0.58 mg,12.00 mg,0.061 mg,22.00 mg,131.00 mg,0.0 mcg,0.10 mg,0.91 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.81 g,1.5 g,12.31 g,0,0,0,0,0,0,0.02 g,0.004 g,0.005 g,0.006 g,0.00 mg,0.0 g,0.31 g,0.00 mg,0.00 mg,84.95 g
5182,"Helado ligero, mezclado con piezas de galleta, servicio suave",100 g,169,5.7g,2.8g,15mg,75.00 mg,18.6 mg,10.00 mcg,5.00 mcg,0.264 mg,0.722 mg,0.229 mg,0.048 mg,93.00 IU,26.00 mcg,0.00 mcg,5.00 mcg,0.00 mcg,0.00 mcg,0,0.58 mcg,0.058 mg,0.8 mg,0.00 IU,0.09 mg,0.09 mg,3.3 mcg,129.00 mg,0.030 mg,0.61 mg,14.00 mg,0.042 mg,111.00 mg,198.00 mg,4.0 mcg,0.50 mg,3.97 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.55 g,0.1 g,21.19 g,0.18 g,0.00 g,0.89 g,5.62 g,0.28 g,14.20 g,5.66 g,2.754 g,1.716 g,0.364 g,15.00 mg,0.0 g,0.92 g,1.00 mg,43.00 mg,63.90 g
5184,"Cereales listos para comer, Kellogg's Frosed Flakes, Kellogg",100 g,369,1.7g,0.5g,0,468.00 mg,1.9 mg,382.00 mcg,362.00 mcg,27.667 mg,0.215 mg,1.730 mg,1.903 mg,1559.00 IU,450.00 mcg,5.00 mcg,21.00 mcg,40.00 mcg,676.00 mcg,0,8.10 mcg,3.573 mg,24.2 mg,188.00 IU,0.07 mg,0.07 mg,0.2 mcg,3.00 mg,0.039 mg,26.70 mg,8.00 mg,0.055 mg,47.00 mg,76.00 mg,3.3 mcg,0.15 mg,3.96 g,0.354 g,0.084 g,0.242 g,0.065 g,0.931 g,0.121 g,0.112 g,0,0.149 g,0.633 g,0.028 g,0.065 g,0.223 g,0.289 g,0.195 g,0.130 g,0.028 g,0.093 g,0.195 g,89.20 g,2.2 g,35.43 g,1.67 g,0.00 g,1.80 g,0.00 g,0.63 g,31.33 g,1.68 g,0.451 g,0.265 g,0.669 g,0.00 mg,0.0 g,0.98 g,0.00 mg,0.00 mg,4.18 g
5185,"Semillas, parcialmente desanimadas (sin glándula), harina de algodón",100 g,359,6.2g,1.6g,0,35.00 mg,0,229.00 mcg,0.00 mcg,4.065 mg,0.448 mg,0.399 mg,2.102 mg,434.00 IU,22.00 mcg,0,0,0,0,0,0.00 mcg,0.769 mg,2.4 mg,0.00 IU,0,0,0,478.00 mg,1.180 mg,12.66 mg,721.00 mg,2.143 mg,1597.00 mg,1772.00 mg,5.6 mcg,11.69 mg,40.96 g,1.901 g,5.533 g,4.459 g,1.074 g,10.255 g,1.986 g,1.291 g,0,1.476 g,2.798 g,2.079 g,0.665 g,2.550 g,1.747 g,2.048 g,1.515 g,0.618 g,1.476 g,2.102 g,40.54 g,3.0 g,0,0,0,0,0,0,0,6.20 g,1.588 g,1.133 g,2.958 g,0.00 mg,0.0 g,6.00 g,0,0,6.30 g
5186,"Kellogg's, crema agria y cebolla, chips de galletas, K especiales",100 g,365,8g,2.2g,2mg,764.00 mg,0,38.00 mcg,0,4.100 mg,0,0.180 mg,0.580 mg,0,0,0,0,0,0,0,0.00 mcg,0.380 mg,0,0.00 IU,1.35 mg,1.35 mg,0,69.00 mg,0,1.70 mg,67.00 mg,0,202.00 mg,783.00 mg,0,1.00 mg,7.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.30 g,9.8 g,3.50 g,0,0,0,0,0,0,8.00 g,2.200 g,2.000 g,3.700 g,2.00 mg,0,0,0,0,2.80 g
5187,"Coliflor, con sal, drenado, hervido, cocido, congelado",100 g,17,0.2g,,0,254.00 mg,33.5 mg,41.00 mcg,0.00 mcg,0.310 mg,0.098 mg,0.053 mg,0.037 mg,10.00 IU,0.00 mcg,0.00 mcg,6.00 mcg,0.00 mcg,24.00 mcg,0,0.00 mcg,0.088 mg,31.3 mg,0.00 IU,0.06 mg,0.06 mg,11.9 mcg,17.00 mg,0.024 mg,0.41 mg,9.00 mg,0.150 mg,24.00 mg,139.00 mg,0.6 mcg,0.13 mg,1.61 g,0.085 g,0.078 g,0.189 g,0.019 g,0.215 g,0.052 g,0.033 g,0,0.061 g,0.094 g,0.086 g,0.023 g,0.058 g,0.070 g,0.084 g,0.059 g,0.021 g,0.035 g,0.081 g,3.16 g,2.7 g,0.46 g,0,0,0,0,0,0,0.22 g,0.034 g,0.015 g,0.105 g,0.00 mg,0,1.01 g,0.00 mg,0.00 mg,94.00 g
5188,"Bebidas, sabor al maní, enlatado, bebida de suplemento de comida",100 g,101,3.1g,0.6g,0,54.00 mg,0,0,0,6.600 mg,1.700 mg,1.300 mg,0.430 mg,0,0,0,0,0,0,0,0.53 mcg,0.540 mg,0.7 mg,0,0.09 mg,0.09 mg,0,110.00 mg,0.030 mg,2.20 mg,16.00 mg,0.071 mg,110.00 mg,160.00 mg,0,0.42 mg,3.50 g,0.135 g,0.120 g,0.325 g,0.010 g,0.775 g,0.100 g,0.060 g,0.000 g,0.145 g,0.335 g,0.225 g,0.100 g,0.180 g,0.425 g,0.205 g,0.110 g,0.040 g,0.150 g,0.195 g,14.74 g,0,0,0.00 g,0,0.37 g,3.41 g,0.00 g,6.06 g,3.07 g,0.571 g,1.922 g,0.178 g,0,0,0.90 g,0,0,77.79 g
5189,"Pavo, asado, cocinado, solo carne, muslo, piezas minoristas",100 g,159,6.3g,2g,116mg,104.00 mg,103.8 mg,8.00 mcg,0.00 mcg,6.903 mg,1.200 mg,0.323 mg,0.050 mg,19.00 IU,6.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,1.00 mcg,0,1.63 mcg,0.484 mg,0.0 mg,10.00 IU,0.07 mg,0.07 mg,0.0 mcg,4.00 mg,0.094 mg,1.59 mg,23.00 mg,0.006 mg,200.00 mg,296.00 mg,29.3 mcg,3.26 mg,25.14 g,1.517 g,1.600 g,2.373 g,0.241 g,3.857 g,1.174 g,0.770 g,0.180 g,0.902 g,2.081 g,2.591 g,0.701 g,0.910 g,1.214 g,1.064 g,1.094 g,0.310 g,0.863 g,0.947 g,0.46 g,0.0 g,0.00 g,0,0,0,0,0,0,6.25 g,2.020 g,2.310 g,1.920 g,116.00 mg,0.0 g,1.18 g,0.00 mg,0.00 mg,66.98 g
5190,"Albaricoques, crudos, sulfurados, deshidratados (baja humedad)",100 g,320,0.6g,,0,13.00 mg,0,4.00 mcg,0.00 mcg,3.580 mg,1.067 mg,0.148 mg,0.043 mg,12669.00 IU,633.00 mcg,0,0,0,0,0,0.00 mcg,0.520 mg,9.5 mg,0.00 IU,0,0,0,61.00 mg,0.576 mg,6.31 mg,63.00 mg,0.369 mg,157.00 mg,1850.00 mg,0,1.00 mg,4.90 g,0.241 g,0.190 g,1.122 g,0.016 g,0.495 g,0.151 g,0.081 g,0,0.151 g,0.288 g,0.339 g,0.024 g,0.203 g,0.293 g,0.281 g,0.176 g,0.087 g,0.114 g,0.179 g,82.89 g,0,0,0,0,0,0,0,0,0.62 g,0.043 g,0.268 g,0.121 g,0.00 mg,0,4.09 g,0,0,7.50 g
5204,"Frijoles, semillas bajas de sodio, enlatado, maduros, gran norte",100 g,114,0.4g,0.1g,0,177.00 mg,29.5 mg,81.00 mcg,0.00 mcg,0.461 mg,0.278 mg,0.060 mg,0.143 mg,1.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.106 mg,1.3 mg,0.00 IU,0.79 mg,0.79 mg,3.0 mcg,53.00 mg,0.160 mg,1.57 mg,51.00 mg,0.408 mg,136.00 mg,351.00 mg,4.1 mcg,0.65 mg,7.37 g,0.335 g,0.404 g,0.923 g,0.069 g,1.184 g,0.298 g,0.202 g,0,0.349 g,0.626 g,0.516 g,0.096 g,0.435 g,0.421 g,0.462 g,0.271 g,0.088 g,0.174 g,0.425 g,21.02 g,4.9 g,1.41 g,0,0,0,0,0,0,0.39 g,0.120 g,0.018 g,0.161 g,0.00 mg,0.0 g,1.33 g,0.00 mg,0.00 mg,69.89 g
5217,"Pollo, carne de pechuga y piel, barbacoa, asador, asador",100 g,175,7.7g,2g,90mg,329.00 mg,57.1 mg,11.00 mcg,0.00 mcg,9.303 mg,0.111 mg,0.139 mg,0.078 mg,37.00 IU,11.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.30 mcg,0.307 mg,0.0 mg,0.00 IU,0.33 mg,0.33 mg,0.0 mcg,16.00 mg,0.041 mg,0.51 mg,25.00 mg,0.004 mg,244.00 mg,276.00 mg,22.3 mcg,0.86 mg,26.37 g,1.308 g,1.646 g,1.550 g,0.276 g,2.935 g,1.204 g,0.948 g,0.059 g,1.113 g,2.138 g,2.533 g,0.770 g,1.034 g,1.048 g,0.862 g,0.629 g,0.272 g,0.861 g,1.165 g,0.09 g,0.0 g,0.09 g,0.03 g,0.00 g,0.03 g,0.00 g,0.00 g,0.03 g,7.67 g,1.958 g,3.131 g,0.945 g,90.00 mg,0.0 g,1.42 g,0.00 mg,0.00 mg,65.19 g
5218,"Jugo de pomelo, sin azúcar, enlatado o embotellado, blanco",100 g,34,0.1g,,0,3.00 mg,7.7 mg,10.00 mcg,0.00 mcg,0.231 mg,0.130 mg,0.020 mg,0.042 mg,35.00 IU,2.00 mcg,2.00 mcg,20.00 mcg,1.00 mcg,10.00 mcg,0,0.00 mcg,0.020 mg,28.3 mg,0.00 IU,0.04 mg,0.04 mg,0.0 mcg,14.00 mg,0.031 mg,0.11 mg,8.00 mg,0.015 mg,15.00 mg,129.00 mg,0.1 mcg,0.08 mg,0.58 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93 g,0.8 g,7.20 g,2.90 g,0.00 g,2.60 g,0.00 g,0.00 g,1.70 g,0.10 g,0.009 g,0.010 g,0.018 g,0.00 mg,0.0 g,0.19 g,0.00 mg,0.00 mg,91.20 g
5219,"Carne de cerdo, sin calefacción, extra magra, deshuesada, bistec, jamón, curada",100 g,122,4.3g,1.4g,45mg,1269.00 mg,0,4.00 mcg,0.00 mcg,5.080 mg,0.620 mg,0.200 mg,0.800 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.79 mcg,0.370 mg,32.3 mg,0,0,0,0,4.00 mg,0.080 mg,1.00 mg,19.00 mg,0.037 mg,260.00 mg,325.00 mg,15.5 mcg,2.02 mg,19.56 g,1.154 g,1.270 g,1.852 g,0.295 g,3.189 g,1.017 g,0.701 g,0,0.858 g,1.552 g,1.658 g,0.516 g,0.845 g,0.836 g,0.801 g,0.870 g,0.235 g,0.641 g,0.848 g,0.00 g,0.0 g,0,0,0,0,0,0,0,4.25 g,1.440 g,1.960 g,0.470 g,45.00 mg,0,3.95 g,0,0,72.24 g
5220,"Yambean (Jicama), sin sal, drenado, hervido, cocido",100 g,38,0.1g,,0,4.00 mg,0,8.00 mcg,0.00 mcg,0.190 mg,0.121 mg,0.028 mg,0.017 mg,19.00 IU,1.00 mcg,0,0,0,0,0,0.00 mcg,0.040 mg,14.1 mg,0.00 IU,0,0,0,11.00 mg,0.046 mg,0.57 mg,11.00 mg,0.057 mg,16.00 mg,135.00 mg,0.7 mcg,0.15 mg,0.72 g,0.020 g,0.037 g,0.200 g,0.006 g,0.043 g,0.016 g,0.019 g,0,0.016 g,0.025 g,0.026 g,0.007 g,0.017 g,0.025 g,0.025 g,0.018 g,0,0.012 g,0.022 g,8.82 g,0,0,0,0,0,0,0,0,0.09 g,0,0,0,0.00 mg,0,0.30 g,0,0,90.07 g
5221,Sopa de gumbo de pollo roja y blanca de Campbell,100 g,48,0.8g,0.4g,4mg,690.00 mg,0,0,0,0,0,0,0,79.00 IU,0,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,16.00 mg,0,0.00 mg,0,0,0,0,0,0,1.59 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94 g,0.8 g,1.59 g,0,0,0,0,0,0,0.79 g,0.397 g,0.000 g,0.000 g,4.00 mg,0,3.28 g,0,0,86.40 g
5222,"Toaster Pasties, S'mores, Kellogg's Pop Tarts, Kellogg",100 g,392,11g,2.8g,0,410.00 mg,0,100.00 mcg,0,3.800 mg,0.000 mg,0.300 mg,0.300 mg,962.00 IU,0,0,0,0,0,0,0.00 mcg,0.400 mg,0.0 mg,0,0,0,0,29.00 mg,0.100 mg,3.50 mg,21.00 mg,0,75.00 mg,125.00 mg,0,0.40 mg,6.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.60 g,1.4 g,36.50 g,0,0,0,0,0,0,10.50 g,2.800 g,5.900 g,1.800 g,0.00 mg,0,1.20 g,0,0,12.50 g
5223,"Carne de cerdo, cruda, lengua, carnes de variedades y subproductos, fresco",100 g,225,17g,6g,101mg,110.00 mg,0,4.00 mcg,0.00 mcg,5.300 mg,0.641 mg,0.485 mg,0.490 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.84 mcg,0.240 mg,4.4 mg,0,0.29 mg,0.29 mg,0,16.00 mg,0.070 mg,3.35 mg,18.00 mg,0.011 mg,193.00 mg,243.00 mg,10.4 mcg,3.01 mg,16.30 g,0.861 g,1.007 g,1.515 g,0.235 g,2.052 g,1.205 g,0.409 g,0,0.743 g,1.307 g,1.333 g,0.365 g,0.675 g,0.861 g,0.678 g,0.689 g,0.188 g,0.496 g,0.848 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,17.20 g,5.960 g,8.130 g,1.780 g,101.00 mg,0.0 g,0.90 g,0.00 mg,0.00 mg,65.90 g
5226,"Carne de res, hervida, cocida, molinetes, importados, Nueva Zelanda",100 g,318,30g,12g,249mg,52.00 mg,0,0,0,1.600 mg,0.500 mg,0.114 mg,0.077 mg,62.00 IU,19.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.50 mcg,0.041 mg,0.0 mg,22.00 IU,0.79 mg,0.79 mg,0,4.00 mg,5.100 mg,1.12 mg,16.00 mg,0.012 mg,356.00 mg,258.00 mg,11.0 mcg,1.20 mg,12.53 g,0.652 g,0.824 g,0,0,1.747 g,0.682 g,0.451 g,0,0.521 g,0.945 g,0.992 g,0.412 g,0.487 g,0.402 g,0.440 g,0.454 g,0.131 g,0.422 g,0.553 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,29.79 g,12.473 g,7.837 g,0.631 g,249.00 mg,0.0 g,1.91 g,0.00 mg,0.00 mg,56.26 g
5240,"Champiñones, sin sal, drenados, hervidos, cocidos, blancos",100 g,28,0.5g,0.1g,0,2.00 mg,20.4 mg,18.00 mcg,0.00 mcg,4.460 mg,2.160 mg,0.300 mg,0.073 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.095 mg,4.0 mg,8.00 IU,0.01 mg,0.01 mg,0.0 mcg,6.00 mg,0.504 mg,1.74 mg,12.00 mg,0.115 mg,87.00 mg,356.00 mg,11.9 mcg,0.87 mg,2.17 g,0.140 g,0.055 g,0.137 g,0.009 g,0.240 g,0.064 g,0.040 g,0,0.053 g,0.084 g,0.075 g,0.022 g,0.060 g,0.053 g,0.066 g,0.075 g,0.024 g,0.031 g,0.163 g,5.29 g,2.2 g,2.34 g,0,0,0,0,0,0,0.47 g,0.061 g,0.008 g,0.183 g,0.00 mg,0.0 g,0.99 g,0.00 mg,0.00 mg,91.08 g
5241,"Guisantes, con sal, drenado, hervido, cocido, congelado, verde",100 g,78,0.3g,,0,323.00 mg,27.5 mg,59.00 mcg,0.00 mcg,1.480 mg,0.142 mg,0.100 mg,0.283 mg,2100.00 IU,105.00 mcg,20.00 mcg,1250.00 mcg,0.00 mcg,2400.00 mcg,0,0.00 mcg,0.113 mg,9.9 mg,0.00 IU,0.03 mg,0.03 mg,24.0 mcg,24.00 mg,0.105 mg,1.52 mg,22.00 mg,0.279 mg,77.00 mg,110.00 mg,1.0 mcg,0.67 mg,5.15 g,0.228 g,0.407 g,0.471 g,0.030 g,0.705 g,0.175 g,0.101 g,0,0.185 g,0.307 g,0.302 g,0.078 g,0.190 g,0.165 g,0.172 g,0.193 g,0.035 g,0.108 g,0.223 g,14.26 g,4.5 g,4.40 g,0.13 g,0.00 g,0.11 g,0.00 g,0.10 g,4.06 g,0.27 g,0.049 g,0.024 g,0.129 g,0.00 mg,0.0 g,0.80 g,0.00 mg,0.00 mg,79.52 g
5245,"Papas, con sal, carne, cocida sin piel, hervida",100 g,86,0.1g,,0,241.00 mg,13.2 mg,9.00 mcg,0.00 mcg,1.312 mg,0.509 mg,0.019 mg,0.098 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,9.00 mcg,0,0.00 mcg,0.269 mg,7.4 mg,0.00 IU,0.01 mg,0.01 mg,2.2 mcg,8.00 mg,0.167 mg,0.31 mg,20.00 mg,0.140 mg,40.00 mg,328.00 mg,0.3 mcg,0.27 mg,1.71 g,0.053 g,0.079 g,0.419 g,0.022 g,0.287 g,0.051 g,0.038 g,0,0.070 g,0.103 g,0.104 g,0.027 g,0.076 g,0.062 g,0.075 g,0.062 g,0.027 g,0.064 g,0.096 g,20.01 g,2.0 g,0.89 g,0,0,0,0,0,0,0.10 g,0.026 g,0.002 g,0.043 g,0.00 mg,0.0 g,0.72 g,0.00 mg,0.00 mg,77.46 g
5246,"Suplemento nutricional para personas con diabetes, líquido",100 g,88,3.1g,0.2g,2mg,92.00 mg,60.5 mg,44.00 mcg,44.00 mcg,2.201 mg,1.100 mg,0.187 mg,0.165 mg,550.00 IU,165.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.66 mcg,0.220 mg,26.4 mg,44.00 IU,1.46 mg,1.46 mg,8.8 mcg,110.00 mg,0.220 mg,1.98 mg,44.00 mg,0.097 mg,110.00 mg,176.00 mg,7.7 mcg,1.65 mg,4.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88 g,2.2 g,2.64 g,0,0,0,0,0,0,3.08 g,0.232 g,2.318 g,0.395 g,2.00 mg,0.0 g,0.90 g,2.00 mg,23.00 mg,79.74 g
5247,"Bebidas, limonada, minucia, la compañía Coca-Cola",100 g,46,0g,,0,6.00 mg,0.5 mg,1.00 mcg,0.00 mcg,0.009 mg,0,0.003 mg,0.002 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.004 mg,3.1 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,2.00 mg,0.016 mg,0.00 mg,2.00 mg,0,1.00 mg,10.00 mg,0.1 mcg,0.01 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.08 g,0.0 g,11.67 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.02 g,0.00 mg,0.00 mg,87.90 g
5248,"Pan, queso dulce salvadoreño (quesadilla salvadorena)",100 g,374,17g,4.6g,59mg,510.00 mg,36.5 mg,33.00 mcg,21.00 mcg,1.200 mg,0.700 mg,0.080 mg,0.020 mg,584.00 IU,141.00 mcg,0.00 mcg,81.00 mcg,1.00 mcg,41.00 mcg,0,0.35 mcg,0.040 mg,0.0 mg,14.00 IU,0.96 mg,0.96 mg,11.2 mcg,73.00 mg,0.030 mg,0.98 mg,11.00 mg,0.240 mg,200.00 mg,350.00 mg,13.3 mcg,0.80 mg,7.12 g,0.360 g,0.250 g,0.590 g,0.060 g,1.330 g,0.200 g,0.150 g,0.000 g,0.300 g,0.650 g,0.500 g,0.280 g,0.370 g,0.830 g,0.450 g,0.210 g,0.070 g,0.230 g,0.430 g,47.84 g,0.7 g,24.90 g,0.00 g,0,0.00 g,0.59 g,0.23 g,24.10 g,17.12 g,4.612 g,6.794 g,4.428 g,59.00 mg,0.0 g,2.44 g,0.00 mg,0.00 mg,25.48 g
5249,"Pollo, crudo, solo carne, carne ligera, pollos de engorde o fryers",100 g,114,1.7g,0.4g,58mg,68.00 mg,0,4.00 mcg,0.00 mcg,10.604 mg,0.822 mg,0.092 mg,0.068 mg,27.00 IU,8.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.38 mcg,0.540 mg,0.0 mg,0,0.22 mg,0.22 mg,2.4 mcg,12.00 mg,0.040 mg,0.73 mg,27.00 mg,0.018 mg,187.00 mg,239.00 mg,17.8 mcg,0.97 mg,23.20 g,1.266 g,1.399 g,2.068 g,0.297 g,3.474 g,1.140 g,0.720 g,0,1.225 g,1.741 g,1.971 g,0.642 g,0.921 g,0.954 g,0.798 g,0.980 g,0.271 g,0.783 g,1.151 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,1.65 g,0.440 g,0.390 g,0.370 g,58.00 mg,0.0 g,0.98 g,0.00 mg,0.00 mg,74.86 g
5250,"Pizza de pepperoni de 14 "", corteza clásica tossada a mano",100 g,273,11g,4.8g,25mg,611.00 mg,0,0,0,3.460 mg,0,0.200 mg,0.310 mg,0,0,0,0,0,0,0,0.49 mcg,0.070 mg,0.8 mg,0.00 IU,0.97 mg,0.97 mg,5.2 mcg,141.00 mg,0.119 mg,2.33 mg,24.00 mg,0.352 mg,191.00 mg,183.00 mg,28.3 mcg,1.31 mg,11.25 g,0.362 g,0.436 g,0.688 g,0.165 g,3.069 g,0.384 g,0.268 g,0,0.419 g,0.825 g,0.562 g,0.212 g,0.529 g,1.308 g,0.575 g,0.306 g,0.081 g,0.301 g,0.508 g,31.86 g,2.1 g,3.69 g,1.03 g,0.09 g,0.93 g,0.43 g,0.83 g,0.37 g,11.18 g,4.779 g,3.368 g,2.106 g,25.00 mg,0,2.31 g,0,0,43.40 g
5344,"Maíz, sin preparación, granos sobre mazorca, congelado, blanco, dulce",100 g,98,0.8g,0.1g,0,5.00 mg,0,40.00 mcg,0.00 mcg,1.681 mg,0.293 mg,0.088 mg,0.103 mg,4.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,1.00 mcg,61.00 mcg,0,0.00 mcg,0.179 mg,7.2 mg,0.00 IU,0,0,0,4.00 mg,0.051 mg,0.68 mg,32.00 mg,0.158 mg,87.00 mg,294.00 mg,0.8 mcg,0.70 mg,3.28 g,0.300 g,0.133 g,0.248 g,0.027 g,0.647 g,0.129 g,0.090 g,0,0.132 g,0.354 g,0.139 g,0.068 g,0.152 g,0.297 g,0.156 g,0.132 g,0.023 g,0.125 g,0.188 g,23.50 g,2.8 g,0,0,0,0,0,0,0,0.78 g,0.120 g,0.228 g,0.367 g,0.00 mg,0,0.65 g,0,0,71.79 g
