,nombre_del_platillo,ingredientes,kcal,carbohydrate,protein,total_fat,sugars,fiber
882,Apricot Brandy Pound Cake III,"3 tazas de harina de uso múltiple, ¼ cucharadita de bicarbonato de sodio, ½ cucharadita de sal, 1 taza de crema agria, ½ cucharadita de extracto con sabor a ron, 1 cucharadita de extracto de naranja, ¼ cucharadita de extracto de almendra, ½ cucharadita de extracto de limón, 1 cucharadita de extracto de vainilla, ½ taza de ½ taza Brandy de albaricoque, 1 taza de mantequilla, 3 tazas de azúcar blanco, 6 huevos",426,60,6,18,40,1
883,Estofado de cordero marroquí con albaricoques,"2 libras pierna de cordero deshuesada, cortado en cubos de 1 pulgada, 2 cucharaditas de cilantro molido, 1 cucharadita de comino molido, 1 cucharadita de pimentón dulce, ½ cucharadita de pimienta de cayena, ½ cucharadita de cardamomo de tierra, ½ teaspoon torteza molida, 2 teaspoon kosher sal, 2 sal, 2 sal de sal, 2 sales, 2 sales, 2 sales de sal, 2 sales de kosher, 2, 2. cucharadas de aceite de oliva, 2 tazas de cebolla finamente picada, 4 dientes de ajo, picado, 1 cucharada de raíz de jengibre fresco picada, 2 (3 pulgadas) palitos de canela, 2 tazas de pollo bajo en sodio, 1 taza de albaricoques secos, reducidos a la mitad, 2 (3 pulgadas (3 pulgadas ) tiras de cáscara de naranja, 1 cucharada de miel, ¼ taza de cilantro fresco picado, ¼ de taza de piñones tostados",569,41,45,25,26,7
884,Pastel de néctar de albaricoque II,"1 (18.25 onzas) Paquete Mezcla de pastel amarillo, 4 huevos, ¾ taza de aceite vegetal, ¾ taza de albaricoque, ? taza de agua caliente, 2 tazas de azúcar de los confitores, 6 cucharadas de jugo de limón, 1 (3 onzas) paquete de jallar con sabor a limón. ® Mix",452,63,5,20,47,1
885,Mermelada de albaricoque casera,"2 ½ libras de albaricoques frescos, picados y finamente picados, ? taza de jugo de limón, 5 ¾ tazas de azúcar blanca, ½ cucharadita de mantequilla, 1 (1.75 onzas) paquete de fruta en polvo Pectin",92,23,0,0,22,0
886,Costillas de cerdo glaseadas de albaricoque,"3 ½ libras de costillas de cerdo traseras, 1 (16 onzas) conservas de albaricoque de frasco, ? salsa de soja, ¼ de taza de azúcar morena claro, 2 cucharaditas de ajo en polvo, papel de aluminio, sal y pimienta negra molida al gusto",329,29,15,17,21,0
887,Barras de energía,"2 huevos, 1 plátano maduro grande, puré, 1 taza de avena enrollada de cocción rápida, ½ taza de semillas de girasol crudas sin sal, ½ cucharadita de canela molida, ½ taza de leche seca sin grasa, ½ taza de citas picadas, ½ taza de pasas, ½ taza cortada nueces, ½ taza de albaricoques secos picados, ½ taza de germen de trigo tostado, ? taza de jarabe de arce puro, ¼ taza de hojaldre de trigo entero",331,47,11,11,28,5
888,Pollo de albaricoque con vinagre balsámico,"2 cucharadas de aceite de oliva virgen extra, 2 libras de pechuga de pollo, cortado en trozos del tamaño de un bocado, sal y pimienta al gusto, 1 cebolla grande, picada (opcional), ¼ de taza de vinagre balsámico, o al gusto, 20 albaricoques secos, 1 Copa de caldo de pollo, 1 taza de conservas de albaricoque, 1 cucharada de tomillo fresco picado, 3 cucharadas de perejil de hoja plana picada (opcional)",334,45,25,6,33,2
889,Tarta de queso de albaricoque,"1 ? Tazas de harina de almendras, 3 cucharadas de azúcar morena, 2 cucharadas de almendras en rodajas, picadas, 2 cucharadas de mantequilla, derretida",546,40,11,38,31,3
890,Albaricoque fideos kugel,"1 (8 onzas) Paquete de fideos de huevo anchos, ¼ de taza de mantequilla, suavizado, 1 (3 onzas) Paquete de queso crema, suavizado, 3 huevos, batidos, ½ taza de azúcar blanca, 1 cucharadita de extracto de vainilla, 1 taza de néctar de albaricoque, 1 taza de leche , ½ taza de pasas doradas (opcionales), 1 ½ tazas de migas de copos de maíz, ½ taza de mantequilla, suavizado, ¼ de taza de azúcar blanco, 1 cucharadita de extracto de vainilla, 1 cucharadita de canela molida",365,46,7,17,22,1
891,Bisabuela Hamantaschen de Bubbie,"2 tazas de las cañones con picadura, cocinado, drenado y puré, 2 tazas de albaricoques secos, cocidos y puré, 3 huevos, 1 taza de azúcar blanca, ½ taza de aceite de cártamo, 1 limón, zestado, 1 naranja, zestado, 4 tazas de uso total. Harina, 2 cucharaditas de polvo de hornear, 1 cucharada de jugo de limón, ½ taza de nueces picadas, ? taza de azúcar blanca o sabor",173,29,3,5,15,2
892,Lomo de cerdo asado relleno de albaricoque y arándano con salsa de bandeja de vino de puerto,"3 cucharadas de aceite de oliva, 16 dientes de ajo pelados enteros, 2 cucharadas de dientes de ajo picados, 1 (8 libras) lomo de cerdo deshuesado, seco en patata, a temperatura ambiente, sal y pimienta recién molida, 3 cucharadas picados rostres frescos (basura con tijeras con tijeras) , divididos, 16 albaricoques secos (o una cantidad similar de su fruta seca favorita), ? Copa de arándanos secos",360,15,39,16,12,1
893,Salsa de albaricoque,"3 tazas de albaricoque fresco picado, 1 taza de chalotes, juligado, ½ taza de pimiento verde picado, ½ taza de pimiento rojo picado, ½ taza de piña fresca picada, ¼ de taza de tomates cereza picados, 1 habanero, semilla y picado, 2 cáculos ajo, 2 ajo, 2 ajo, ajo, Cilantro fresco picado, 1 cucharadita, ½ cucharadita de comino, ¼ de taza de jugo de lima fresca",32,7,1,0,4,1
894,Racionalización de la torta húngara,"2 tazas de nueces picadas, 1 cucharadita de canela molida, azúcar blanca, ¼ de taza de agua tibia (110 grados f/45 grados C), 1 (.25 onzas) Sobre levadura seca activa, 1 cucharadita de azúcar blanca, 4 cañas de huevo, ½ ½ ½ yza Copa de crema agria, 1 ? tazas de mantequilla o margarina, ablandado, 4 ½ tazas de harina de uso múltiple, 1 (16 onzas) conservas de albaricoque, 4 claras de huevo, ? taza de azúcar blanca",274,33,4,14,15,1
895,Capirotada (postre mexicano),"3 tazas de agua, 16 onzas de piloncillo (cono de azúcar morena mexicana), picado, 3 palitos de canela, 2 cucharadas de azúcar cruda, 2 cucharadas de extracto de vainilla, ¼ cucharadita de clavos molidos, ¼ de taza de mantequilla, 1 (18 onzas) pan de pan francés, en rodajas, en rodajas, en rodajas, en rodajas. 1 ½ tazas de queso Monterey Jack, 1 ½ tazas de nueces picadas, ½ taza de pasas, ½ taza de albaricoques secos picados",386,57,8,14,36,2
896,Pollo glaseado de albaricoque,"6 pechugas de pollo sin piel sin piel, 1 (10.75 onzas) de caldo de pollo bajo en sodio, ¾ taza de conservas de albaricoque, 1 cucharada de salsa de soja ligera, 1 cucharada de maíz, 1 cucharada de agua",294,35,34,2,31,0
897,"Salsa de arándano con albaricoques, pasas y naranja","1 taza de jugo de naranja, 1 taza de agua, 4 tazas de arándanos frescos, ¾ taza de azúcar, 1 taza de albaricoques secos picados, 1 taza de pasas doradas, 1 cucharada de naranja rallada rallado",80,19,1,0,15,2
898,Zanahorias glaseadas de albaricoque,"2 libras zanahorias, peladas y en rodajas diagonalmente, 3 cucharadas de mantequilla, derretidas, ? Preservas de albaricoque, ¼ cucharadita",129,20,1,5,11,3
899,Lomo de cerdo relleno de frutas,"¾ taza de podas picadas picadas, ¾ taza de albaricoques secos picados, 1 cucharada de jengibre fresco rallado, 1 cucharadita de color naranja rallado, ½ cucharadita de comino molido, ½ cucharadita de canela molida, sal y pimienta negra molida, 1 (4 libras) TOLE Taño, mariposo, ¼ de taza de azúcar morena empaquetada, 2 cucharaditas de harina para todo uso, 2 cucharaditas de vinagre de sidra, 1 cucharadita de comino molido, 1 cucharadita de mostaza en polvo, ½ taza de agua, 1 cucharadita de maíz, 1 cucharada",436,26,38,20,20,2
900,Batatas de albaricoque,"3 pounds sweet potatoes, peeled and cut into chunks, 1 cup packed brown sugar, 5 teaspoons cornstarch, ¼ teaspoon salt, ? teaspoon ground cinnamon, 1 cup apricot nectar, ½ cup hot water, 2 teaspoons grated orange peel, 2 tablespoons butter, ½ taza de nueces picadas",360,68,4,8,38,6
901,Turquía glaseado de albaricoque de Ma Lipo con cebolla tostada y salsa de chalota,"1 taza de néctar de albaricoque, 1 taza de conservas de albaricoque, 2 cucharadas de raíz de jengibre fresca picada, 1 cucharada de miel, ¾ taza de mantequilla sin sal, suavizado, 3 cucharadas de salvia fresca picada, 1 ½ cucharadita de sal, 1 cucharadita de pimienta negra molida, 2 cucharadas de mantequilla sin sal, mantequilla sin sal, 3 cebollas, en rodajas finas, 6 onzas de chalotes en rodajas finas, 22 libras de pavo entero, 2 tazas de caldo de pollo bajo en sodio, 1 cucharadita de tomillo fresco picado, ½ cucharadita de salvia seca, 2 tazas de caldo de pollo con bajo sodio, sal y pimienta",577,11,68,29,7,0
902,Jamón glaseado de albaricoque,"1 (8 libras) jamón totalmente cocinado, hueso, ¼ taza de clavo entero (opcional), ½ taza de conservas de albaricoque, 3 cucharadas de miel mostaza",664,10,48,48,6,1
903,Apricot Brandy y Peach Schnapps Pound Cake,"3 tazas de azúcar blanca, 1 taza de mantequilla, suavizado, 6 huevos, batidas, 3 tazas de harina para todo uso, ¼ cucharadita de bicarbonato de sodio, ½ cucharadita de sal, 1 taza de crema agria, ¼ de taza azúcar, ½ taza de durazno Schnapps, 1 taza de agua, 1 cucharadita de ralladura de limón, 1 taza de conservas de albaricoque, ½ taza de albaricoque, 1 cucharadita de ralladura de limón, ½ taza de almendras",717,114,9,25,83,2
904,Punch de Aileen,"1 (46 onza fluida) puede jugo de piña, 1 (46 onzas fluidas) puede albaricoque, 1 (6 onzas) puede congelarse concentrado de lima, 2 litros de bebida carbonatada con sabor a limón con sabor a lima",92,23,0,0,15,0
905,Pollo de albaricoque del sur,"12 mitades de pechuga de pollo sin piel, 1 taza de albaricoque, 1 taza de crema agria, 2 cucharadas de mostaza dijon, sal y pimienta al gusto",239,19,25,7,12,0
906,Chuletas de cerdo de freidora de aire picante con glaseado de albaricoque,"4 tazas de agua, 2 cucharadas de sal kosher, 2 cucharadas de azúcar blanca, 4 (5 onzas) chuletas de cerdo de lomo de hueso, 1 cucharadita de cebolla, ½ pulgada cucharadita de sal, ¼ cucharadita de pimienta blanca",282,40,17,6,27,1
907,Mermelada de albaricoque bebido,"3 ½ libras de albaricoques firmes y maduros, a la mitad y picado, 1 (1.75 onzas) paquete de fruta pectina (como la fruta premium de fruta segura), 7 tazas de azúcar blanca, ? taza de albaricoque brandy",44,11,0,0,11,0
908,Espresso biscotti,"¼ taza de mantequilla sin sal, ¾ taza de azúcar blanca, 3 huevos, 1 cucharadita de extracto de vainilla, 3 ¼ tazas de harina de pastelería, 1 cucharadita de canela molida, 1 cucharadita de hornear en polvo de horno , ½ taza de albaricoques secos, ½ taza de arándanos secos, ½ taza de almendras furtivas, 1 clara de huevo, ligeramente batida",157,25,3,5,11,3
909,Bolas de albaricoque,"½ libra de albaricoques secos, ½ taza de azúcar morena, ½ taza de coco en hechos, ½ (14 onzas) lata de leche condensada endulzada, 1 taza",225,33,3,9,29,3
910,Mermelada de nectarina,"4 libras nectarinas: pelado, picado y picado, 2 cucharadas de jugo de limón, 3 tazas de azúcar, 1 (1.75 onzas) paquete de fruta de fruta (como la luz de pectina segura de Jell® por menos o ninguna azúcar), 3 gotas de extracto de almendras, o extracto de almendras, o extracto de almendras, o extracto probar",84,20,1,0,19,1
911,Pastel de nectarina,"? Copa de azúcar blanca, 4 cucharadas de harina para todo uso, ½ cucharadita de canela molida, 1 taza de crema para batir pesado, ¼ cucharadita de extracto de almendra, 5 nectarinas, 1 (9 pulgadas) concha de pastel sin hacer",343,40,3,19,23,3
912,"Ensalada de frutas de verano con limón, miel y aderezo de menta","4 tazas de sandía sembrada en cubos, 2 tazas de fresas frescas en rodajas, 2 duraznos frescos grandes, cortados en cubos, 2 nectarinas grandes, cortadas en cubos, 1 pera roja de anjou, cortado en cubos, 1 taza de uvas sin semillas, a la mitad, 2 limones, juedogadas, jues ¼ de taza de menta fresca picada (menta de chocolate preferida), ½ limón, zestado, 1 cucharada de miel (miel de fireweed preferida)",117,25,2,1,20,3
913,Salsa nectarina del chef John,"1 taza de nectarina finamente cortada en cubitos, ½ taza de pimiento rojo finamente cortado en cubitos, ? cebolla de cebolla finamente cortada en cubitos, 2 cucharadas de jalapeño en cubitos, 1 cucharada de cilantro fresco picado, 1 cucharada de jugo de lima fresca, 2 teaspoons aceite de oliva, ½ cubos de cosecha, más sal más al gusto, 1 pimienta de pimienta de cayena, 1 pimienta negra recién molida",42,5,1,2,3,1
914,Nectarinas a la parrilla fáciles,"4 nectarinas frescas, picadas y a la mitad, 2 cucharadas de mantequilla sin sal, 4 cucharadas de azúcar morena",174,28,2,6,24,2
915,Fabulosa ensalada de frutas,"1 manzana roja, con núcleo y picada, 1 abuela de manzana Smith, con núcleo y picada, 1 nectarina, picada y en rodajas, 2 tallos de apio, picado, ½ taza de arándanos secos, ½ taza de nueces picadas, 1 (8 onzas) contenedor de limón no grueso Ilemia",262,37,6,10,30,4
916,Ensalada de frutas de verano con crema batida,"? Copa de agua, 5 cucharadas de azúcar blanca, ¼ de taza de licor con sabor a frambuesa (como Chambord®), 2 cucharadas de jugo de limón fresco",166,26,2,6,21,3
917,"Ensalada de espinacas, nectarina y halloumi","3 cucharadas de vinagre de vino blanco, 3 cucharadas de aceite de oliva virgen extra, 3 cucharaditas de miel, 1 cucharadita de mostaza dijon, ¼ cucharadita de sal, ¼ cucharadita de pimienta negra molida, ¼ cucharadita de albahaca seca, 4 tazas de espinacas bebés, 1 nectarina, picada y deslizán ¼ de taza de almendras en rodajas, tostadas, 2 cucharadas de cebolla roja en rodajas finas, 2 cucharadas de pimiento rojo en rodajas finas, 1 (8,8 onzas) paquete de queso Halloumi, cortado en tiras de 1/2 pulgadas",377,13,16,29,8,2
918,Chuletas de cerdo a la parrilla con salsa de nectarina fresca,"2 nectarinas, picadas y cortadas en picada, 1 tomate maduro, semillas y cortadas en cubitos, ¼ de taza de cebolla en cubitos, 2 cucharadas de cilantro fresco picado, 2 cucharadas de jugo de lima fresco, ¼ cucharadita comino, 1 cucharadita de chile en polvo, sal y pimienta negra molida al gusto, 2 cucharadas de aceite de oliva, 8 (4 onzas) chuletas de lomo de cerdo deshuesado",410,11,51,18,7,2
919,Agua con sabor,"½ pepino pequeño, delgado en rodajas, ½ nectarina, picada y picada, ½ limón, en rodajas, ½ limón, juzgado, ½ lima, en rodajas, ½ lima, exprimido, 4 rodajas de raíz de jengibre, pelado o más a sabor, 10 hojas de melissa ( bálsamo de limón), o más al gusto, 2 cuartos de agua, 1 gota de stevia líquida o sabor",8,2,0,0,1,1
920,Crumble de durazno y nectarina,"3 tazas de duraznos suaves, o según sea necesario, 3 tazas de nectarinas suaves, o según sea necesario, ½ taza de azúcar blanca (opcional), 3 cucharadas de maicena, 1 cucharadita de extracto de vainilla (opcional)",262,49,3,6,34,4
921,Nectarina caramelizada,"1 nectarina, 2 cucharadas de azúcar blanca, 2 cucharadas de yogur liso",101,21,2,1,19,1
922,Avenida vegana con semillas de chía y fruta,"1 ? cups almond milk, 2  ripe bananas, mashed, 1 ¼ cups rolled oats, ¾ cup water, 4 tablespoons chia seeds, ½ teaspoon ground cinnamon, ¼ cup fresh blueberries, ¼ cup fresh blackberries, 1  nectarine, peeled and diced",512,88,13,12,28,20
923,Pastel al revés nectarina,"3 cucharadas de mantequilla, a temperatura ambiente, ¼ de taza de azúcar morena (como Muscovado), 4 nectarinas frescas, en rodajas en piezas del tamaño de un bocado",338,39,5,18,18,2
924,Salsa nectarina,"2 nectarinas, picadas y picadas, ¼ cebolla roja mediana, finamente picada, ¼ taza de vinagre balsámico, 1 cucharadita de azúcar blanca, ½ cucharadita de cilantro secado, ½ cucharadita de sal kosher, pimienta negra recién molida.",109,23,2,1,18,3
925,Pollo caribeño,"1 cucharadita de pimentón, 1 cucharadita de cebolla en polvo, 1 cucharadita de ajo en polvo, 1 cucharadita de perejil seco, ½ cucharadita de orégano seco, 1 cucharadita de sal, 1 cucharadita de pimienta, 4 mitades de pechuga de pechuga sin piel, til 1 cucharadita de salsa picante de mango, ¾ taza de jugo de toronja rosa fresca, dividido, 1 taza de pan sazonado italiano, 1 nectarina madura, picada y rodajas",320,38,33,4,12,2
926,Tostada de ricota de miel nectarina a la parrilla,"1 cucharadita de aceite de oliva, 1 nectarina grande, picada y cortada en 8 rodajas, 2 rodajas de espesas pan crujiente, 2 cucharadas de aceite de oliva, ¼ taza de queso ricotta de mil. miel o para el gusto",345,32,7,21,14,3
927,Pastel de manzana y nectarina,"  Spray de cocción, 4 manzanas: peladas, con coronas y en rodajas, cáscaras reservadas, ½ taza de azúcar blanca, ½ taza de azúcar morena clara, ½ taza de agua, ¼ taza de brandy, 1 cucharadita de canela molida, 1 cucharadita de extracto de vainilla, 1 masa para 9 pulgadas Mezcla de muffins de maíz de paquete de doble corteza, ½ (8,5 onzas) (como Jiffy®), ¼ de taza de leche, 4 nectarinas, peladas y cortadas en rodajas",353,64,4,9,40,4
928,Rubor nectarina,"2 nectarinas, picadas y picadas, 2 cucharadas de azúcar morena, 1 taza de suero de leche",178,34,6,2,30,2
929,"Ensalada de nectarina, tomate y pepino de verano","2 tomates, cortados en trozos, ½ pepino: pelado, sembrado y cortado en cubitos, 1 nectarina madura grande, cortada en cubitos, 3 cucharadas de cilantro fresco picado, 1 cucharada de aceite de oliva, 3 cucharadas de queso de cabra desmoronada",85,8,2,5,6,2
930,Pollo naranja pegajoso con nectarinas,"½ taza de jugo de naranja, ¼ de taza de salsa de soja ligera, 2 cucharadas de trigo sarraceno, 2 cucharadas de salsa picante, 2 cucharadas de azúcar morena, 2 cucharaditas de jengibre fresco picado, 2 cucharaditas al gusto, 1 condimento italiano pellizcado, 4 mitades de pechuga de pollo sin piel, 1 cucharada de oliva extra-virgin, o según sea necesario, 2 nectarinas, rodajas",286,32,26,6,24,2
